"id","sequence_id","name","email","website_link","business_hours","state","timezone","sales_summary","status","current_step","last_step_sent_at","next_send_at","sent_at","replied_at","thread_id","error_log","bounce_type","created_at","updated_at","link","client_id","reply_count"
"0413e71c-57b0-4268-b905-4a2246730b74","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","JARS Cannabis - New Buffalo US-12","newbuffalo@jarscannabis.com",,"Daily 9am–8:30pm","Michigan","America/Detroit","JARS Cannabis - New Buffalo US-12 is a recreational dispensary that operates from a storefront. While the listing lacks detailed information about design, storytelling, or sustainability, it positions cannabis as a cultural product rather than a mere commodity.","in_sequence","2","""2025-12-02T14:16:41.207Z""",,,,"19ac1ad4144a4d26",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:16:41.240Z""","https://www.leafly.com/dispensary-info/jars-cannabis-new-buffalo",,"0"
"042384e0-482a-4829-9a69-bfc3b444bf29","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Zen Medicine","zenmedicine406@gmail.com",,"Mon–Sat 9am–7:45pm, Sun 9am–7pm","Montana","America/Denver","Zen Medicine is a cannabis dispensary with multiple locations in Montana, emphasizing a commitment to quality and care in their product offerings, including cannabis, concentrates, edibles, and salves. The business highlights a passion for cultivation and aims to create a meaningful customer experience, reflecting a culture-oriented approach to cannabis rather than treating it as a mere commodity.","in_sequence","2","""2025-12-02T14:16:58.808Z""",,,,"19ac1c42e918b28c",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:16:58.841Z""","https://www.leafly.com/dispensary-info/zen-medicine",,"0"
"04903c1c-8bfa-475b-b4d8-f20d89aff806","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Your Green Thumb Caregivers","yourgreenthumb@yahoo.com",,"Daily 7am–7pm","Maine","America/New_York","Your Green Thumb Caregivers is a women-owned medical dispensary in Maine that emphasizes a compassionate and personalized customer experience. With a focus on expertly curated cannabis products and a commitment to serving the local community, the dispensary offers a unique atmosphere that treats cannabis as a cultural experience rather than a mere commodity.","in_sequence","2","""2025-12-02T14:17:09.150Z""",,,,"19ac1d848130144a",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:17:09.182Z""","https://www.leafly.com/dispensary-info/your-green-thumb",,"0"
"049d054a-600b-499f-901d-b607f06fc30f","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","STIIIZY Battle Creek","battlecreek@stiiizy.com",,"Mon–Thu 9am–9:45pm, Sat–Sun 9am–9:45pm, Fri 9am–11:45pm","Michigan","America/Detroit","STIIIZY Battle Creek is a cannabis dispensary that emphasizes customer experience with a focus on quality products and satisfaction. The store offers a variety of services, including curbside and online orders, as well as a rewards program for loyal customers. Located conveniently near major retailers, it caters to both medical and recreational users while maintaining a straightforward approach to transactions and exchanges.","in_sequence","2","""2025-12-02T14:17:21.159Z""",,,,"19ac1ef2d86c2c82",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:17:21.190Z""","https://www.leafly.com/dispensary-info/stiiizy-battle-creek",,"0"
"04a026a8-4d2d-41d1-abb1-b7e2189152c6","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Holistic Releaf By Design -  Great Falls 10th Ave N","holisticreleaftenth@gmail.com",,"Mon–Sat 9am–7:45pm, Sun 10am–5pm","Montana","America/Denver","Holistic Releaf By Design is a family-owned cannabis dispensary founded in 2008, emphasizing sustainable and ethical practices in their products and operations. The business is dedicated to alternative healing and community involvement, showcasing a commitment to organic ingredients and a positive work environment. Their focus on quality and compassion positions them as a leader in the cannabis industry.","in_sequence","2","""2025-12-02T14:17:31.841Z""",,,,"19ac207010467f91",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:17:31.873Z""","https://www.leafly.com/dispensary-info/holistic-relief-by-design-10th-ave",,"0"
"0519e354-1000-4d73-a6e0-2356e5e7995e","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Kindling Cannabis - Oshawa","oshawa@shopkindling.ca",,"Daily 9am–11pm","Ontario","America/Toronto","Kindling Cannabis in Oshawa operates as a recreational cannabis dispensary with a storefront presence. The listing lacks detailed information about its design philosophy or commitment to sustainability, making it difficult to fully assess its alignment with a premium, eco-conscious brand ethos.","in_sequence","2","""2025-12-02T14:17:44.378Z""",,,,"19ac2194dae9e5c8",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:17:44.427Z""","https://www.leafly.com/cannabis-store/kindling-cannabis-oshawa",,"0"
"05223b3d-478c-4f32-84e4-9b0fdbcc41e7","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Pure Ohio Wellness - London","londoncustomerservice@pureohiowellness.com",,"Mon–Sat 10am–9pm, Sun 12pm–5pm","Ohio","America/New_York","Pure Ohio Wellness - London is a vertically integrated cannabis dispensary committed to providing high-quality medical marijuana products. Founded by professional motorcycle rider Larry Pegram, the dispensary emphasizes a customer-centric approach with highly trained staff to assist patients. The company prioritizes sustainability by using natural ingredients and avoiding pesticides, reflecting a dedication to authenticity and quality in their offerings.","in_sequence","2","""2025-12-02T14:17:54.770Z""",,,,"19ac23118edd89bb",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:17:54.820Z""","https://www.leafly.com/dispensary-info/pure-ohio-wellness---london",,"0"
"05766597-5e2f-44f1-a641-52bf093cf493","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","HypeHerbally - Lynnwood","freshdrops@hypeherbally.com",,"Mon–Wed 8am–11pm, Fri–Sat 8am–11pm, Thu 8am–6pm, Sun 9am–9pm","Washington","America/Los_Angeles","HypeHerbally in Lynnwood presents itself as a legacy cannabis shop that emphasizes cultural authenticity and a curated selection of products. The store combines a trendy atmosphere with a focus on both popular and organic brands, appealing to a diverse clientele. With daily deals and a commitment to maintaining a unique shopping experience, it positions itself as a vibrant part of the local cannabis community.","in_sequence","2","""2025-12-02T14:18:11.438Z""",,,,"19ac242f032109d3",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:18:11.488Z""","https://www.leafly.com/dispensary-info/hypeherbally-lynnwood",,"0"
"061021a3-cd0a-45b0-b893-61c747a9cc72","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Elevated - Brooks St","missoulabrooks@elevatedmt.com",,"Daily 9am–8pm","Montana","America/Denver","Elevated - Brooks St is a cannabis dispensary that emphasizes a patient-centric approach and a curated shopping experience. They focus on locally grown products, with a commitment to quality and safety, and offer knowledgeable staff to assist customers in selecting the right products. The dispensary positions itself as a purveyor of fine cannabis, treating it as a cultural experience rather than a mere commodity.","in_sequence","2","""2025-12-02T14:18:27.932Z""",,,,"19ac25a0b36c8c0b",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:18:27.982Z""","https://www.leafly.com/dispensary-info/elevated-brooks-st",,"0"
"06c60040-61f1-4dda-a3a7-e3f52832b327","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Aroma Hill - Belvidere","support-belvidere@aromahillcannabis.com",,"Mon–Thu 9am–9pm, Fri–Sat 9am–10pm, Sun 9am–8pm","Illinois","America/Chicago","Aroma Hill - Belvidere offers a customer-centric approach to cannabis retail, emphasizing an engaging and comfortable purchasing experience. The dispensary highlights its commitment to providing well-informed guidance and a highly trained team, aiming to deliver quality products at competitive prices.","in_sequence","2","""2025-12-02T14:19:35.935Z""",,,,"19ac26eec417d8a2",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:19:35.966Z""","https://www.leafly.com/dispensary-info/aroma-hill-belvidere",,"0"
"06db27ba-0314-4911-8b21-42f9994916b4","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Oregon Bud Company - Portland 122nd","portland122@oregonbc.com",,"Mon–Sat 7:30am–10pm, Sun 9am–10pm","Oregon","America/Los_Angeles","Oregon Bud Company (OBC) positions itself as a leader in the legal cannabis market, emphasizing partnerships with skilled local growers to provide high-quality products. The listing highlights a commitment to offering premium cannabis with a focus on value, while also ensuring compliance with legal age restrictions and safety warnings.","in_sequence","2","""2025-12-02T14:19:51.832Z""",,,,"19ac287c37d66dc4",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:19:51.864Z""","https://www.leafly.com/dispensary-info/oregon-bud-company---portland-122nd",,"0"
"073bebc9-7dd3-4eec-8eab-ee70760dbf0f","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Prime Cannabis - West Kelowna","wkelowna@primecannabis.ca",,"Daily 9am–11pm","British Columbia","America/Vancouver","Prime Cannabis - West Kelowna offers a curated selection of cannabis products in a clean and inviting storefront. The dispensary emphasizes a premium shopping experience, with knowledgeable staff ready to assist customers. The focus on an exceptional atmosphere and customer support aligns with values of authenticity and thoughtful design.","in_sequence","1","""2025-12-02T14:20:01.699Z""",,,,"19adf6f409725b79",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:20:01.731Z""","https://www.leafly.com/cannabis-store/prime-cannabis---west-kelowna",,"0"
"07449f5d-9cf3-405a-9cce-aa59e3a9b737","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","The Happy Cloud","thehappycloudme@gmail.com",,"Mon–Sat 11am–6pm","Maine","America/New_York","The Happy Cloud is a family-owned medical marijuana dispensary that emphasizes quality and affordability. Open since Memorial Day 2022, the store offers a curated selection of products and runs daily deals to enhance customer experience. The dispensary also occasionally hosts a nurse practitioner for medical card issuance, highlighting its commitment to patient care.","in_sequence","1","""2025-12-02T14:20:12.605Z""",,,,"19adf6f6ba11a3c1",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:20:12.636Z""","https://www.leafly.com/dispensary-info/the-happy-cloud",,"0"
"07a282d3-4bcf-4f9b-93e4-8ba07faf25d1","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Finest Kind Medicinals","finestkindmedicinals@gmail.com",,"Mon–Fri 8am–7pm, Sat–Sun 10am–7pm","Maine","America/New_York","Finest Kind Medicinals emphasizes high-quality cannabis products tailored for a specific audience, including veterans. The mention of delivery services and a focus on medical use suggests a commitment to customer convenience and care. The tagline 'Crafted for Adventure' hints at a lifestyle-oriented approach, though it lacks explicit references to sustainability or local production.","in_sequence","1","""2025-12-02T14:20:23.706Z""",,,,"19adf6f96314158c",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:20:23.738Z""","https://www.leafly.com/dispensary-info/finest-kind-medicinals",,"0"
"07b60fef-dbeb-4ba9-bd99-3883714ac2aa","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Dank's Warehouse - Edmonds","dankswarehouse@gmail.com",,"Daily 8am–11:55pm","Washington","America/Los_Angeles","Dank's Warehouse in Edmonds offers an extensive selection of cannabis products, catering to both novice consumers and enthusiasts. The dispensary emphasizes community engagement with friendly and knowledgeable staff, alongside special discounts for military and medical personnel. With options for curb-side pick up and online ordering, it creates a welcoming environment that values customer experience.","in_sequence","1","""2025-12-02T14:20:36.651Z""",,,,"19adf6fc8e93288d",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:20:36.683Z""","https://www.leafly.com/dispensary-info/dank-s-wonder-emporium---edmonds",,"0"
"07bca38a-fbef-4312-b3cd-887689acd4c0","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Seneca Advantage","sarabud2010@gmail.com",,"Mon–Sat 10am–8pm, Sun 10am–4pm","New York","America/New_York","Seneca Advantage is a 100% Seneca owned cannabis dispensary located in Salamanca, NY, emphasizing a curated selection of products that includes locally made items. The dispensary promotes a unique customer experience with daily deals and organized product drops, treating cannabis as a cultural offering rather than a mere commodity.","in_sequence","1","""2025-12-02T14:20:47.893Z""",,,,"19adf6ff4f41e692",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:20:47.925Z""","https://www.leafly.com/dispensary-info/seneca-advantage",,"0"
"07e85743-f04b-44fd-b62e-d59597e1ba6e","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Dream Leaf Delivery","armencho067@icloud.com",,"24/7",,"America/New_York","Dream Leaf Delivery offers a curated selection of premium cannabis products, including top-shelf flower and edibles, with a focus on reliable and discreet delivery throughout San Diego County. The emphasis on trusted brands and quality suggests a commitment to customer experience, although the listing lacks explicit references to sustainability or local production.","in_sequence","1","""2025-12-02T14:21:03.360Z""",,,,"19adf703002ec308",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:21:03.391Z""","https://www.leafly.com/dispensary-info/dream-leaf-delivery",,"0"
"08965191-936e-4f26-b0a3-f4767d517d2c","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","ST8line Canna Co","st8linecannaco@gmail.com",,"Mon–Wed 9am–8pm, Sun 9am–8pm, Thu–Sat 9am–9pm","New York","America/New_York","ST8line Canna Co emphasizes a diverse selection of cannabis products, including a notable weekly special on eighths and a large assortment of infused pre-rolls. The dispensary highlights its Indigenous ownership and offers veteran discounts, suggesting a commitment to community and inclusivity. However, the overall tone leans more towards affordability and variety rather than a premium or design-forward experience.","in_sequence","1","""2025-12-02T14:21:17.304Z""",,,,"19adf7066489fd22",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:21:17.354Z""","https://www.leafly.com/dispensary-info/st8line-canna-co",,"0"
"09488a8f-241b-420d-b088-b9fe71f42c25","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","House of Cannabis - Twisp","twisp@hoc420.com",,"Mon–Sat 9am–8pm, Sun 10am–6pm","Washington","America/Los_Angeles","House of Cannabis - Twisp positions itself as a leading cannabis retailer in the Methow Valley, catering to the local community and surrounding areas. The dispensary emphasizes accessibility and offers daily specials, appealing to a wide range of customers including veterans and medical users.","in_sequence","1","""2025-12-02T14:21:30.479Z""",,,,"19adf709a43bd176",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:21:30.529Z""","https://www.leafly.com/dispensary-info/carlton-cannabis",,"0"
"09ca7474-ddeb-4942-87a8-fed5f4516c2e","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Curaleaf - Cuyahoga Falls","info.oh@curaleaf.com",,"Mon–Fri 9am–8pm, Sat 9am–7pm, Sun 9am–5pm","Ohio","America/New_York","Curaleaf Cuyahoga Falls offers a diverse range of cannabis products, including both medical and non-medical options, emphasizing quality and safety. The dispensary is committed to providing a curated selection of premium cannabis items, showcasing brands like Curaleaf and Select, while also promoting an accessible shopping experience through both in-store and online pre-order options.","in_sequence","1","""2025-12-02T14:22:33.603Z""",,,,"19adf71912ccb5c8",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:22:33.634Z""","https://www.leafly.com/dispensary-info/curaleaf-cuyahoga-falls",,"0"
"0a1c4471-8f4d-4ea2-a79e-aed215cf5012","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Citi Zen","citizendispensary@gmail.com",,"Daily 8:30am–8pm","Oregon","America/Los_Angeles","Citi Zen is a storefront dispensary that offers fine quality cannabis products, emphasizing a holistic approach to wellness and personal experience. The business is ADA accessible and provides a Veteran discount, showcasing a commitment to inclusivity and community support. The focus on maintaining a state of Zen suggests a curated and thoughtful selection of products.","in_sequence","1","""2025-12-02T14:22:44.239Z""",,,,"19adf71bb13054ab",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:22:44.271Z""","https://www.leafly.com/dispensary-info/citi-z-n-370a",,"0"
"0a21f002-ab85-47bc-824c-ab3ad06ee7e8","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","The Gas Station 760 Inc","thegasstation760inc@gmail.com",,"Daily 7am–10pm","California","America/Los_Angeles","The Gas Station 760 is California's first gas station dispensary, emphasizing a unique blend of convenience and quality in cannabis products. The business prides itself on exceptional customer service and a commitment to sourcing high-quality, rigorously tested products from trusted suppliers, positioning itself as a premium option in the market.","in_sequence","1","""2025-12-02T14:22:57.946Z""",,,,"19adf71f025bbbd5",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:22:57.977Z""","https://www.leafly.com/dispensary-info/the-gas-station-760-inc",,"0"
"0a6f7a29-d39f-4c37-ac94-69fe1062c3ad","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Smooth Roots - McMinnville North","eddie@smoothroots.org",,"Closed","Oregon","America/Los_Angeles","Smooth Roots - McMinnville North is a storefront dispensary that offers recreational cannabis with a focus on accessibility, including ADA compliance. The business provides a veteran discount, indicating a commitment to supporting the community. However, the lack of additional information in the 'About' section limits insights into its design, storytelling, or brand differentiation.","in_sequence","1","""2025-12-02T14:23:11.987Z""",,,,"19adf7226ff2979c",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:23:12.038Z""","https://www.leafly.com/dispensary-info/smooth-roots-mcminnville-north",,"0"
"0b942429-d52d-4d05-a57c-2f2e450cf3a2","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Speedy Janes- Hillsboro","speedyjanes.webdeveloper@gmail.com",,"Daily 8am–10pm","Oregon","America/Los_Angeles","Speedy Janes is a locally owned cannabis dispensary established in 2017, emphasizing quality products and a strong customer experience. The business is characterized by its passionate staff who are deeply engaged with cannabis culture, presenting a narrative that aligns with authenticity and community values.","in_sequence","1","""2025-12-02T14:23:25.276Z""",,,,"19adf725b6f82225",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:23:25.327Z""","https://www.leafly.com/dispensary-info/speedy-janes",,"0"
"0bbf183e-0c1e-4a72-b74f-4da81a843671","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","Curaleaf - Las Vegas","info.nv@curaleaf.com",,"Mon–Thu 8am–11pm, Sun 8am–11pm, Fri–Sat 8am–1am","Nevada","America/Los_Angeles","Curaleaf Las Vegas is a cannabis dispensary that prioritizes quality and customer experience, offering a wide selection of medical and recreational products. The store emphasizes premium offerings and exceptional service in a welcoming environment, with a knowledgeable team ready to assist customers. Discounts for seniors, veterans, and locals highlight their commitment to community engagement.","in_sequence","1","""2025-12-02T14:23:45.155Z""",,,,"19adf72a8d1b32f4",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:23:45.205Z""","https://www.leafly.com/dispensary-info/curaleaf-las-vegas",,"0"
"0bc4cc96-d880-492e-a079-dbf559288927","58e7c8ef-566d-49c6-ab52-97db4e3f92ee","STIIIZY North Hollywood","noho@stiiizy.com",,"Daily 8am–9:45pm","California","America/Los_Angeles","STIIIZY North Hollywood emphasizes a vibrant cannabis culture that prioritizes inclusivity and community engagement. The dispensary positions cannabis as a tool for healing and personal growth, fostering open dialogue and understanding among diverse individuals. Their commitment to evolving attitudes and overcoming stigma reflects a dedication to authenticity and social progress.","in_sequence","1","""2025-12-02T14:23:59.364Z""",,,,"19adf72e1bb799a6",,,"""2025-11-25T23:48:23.934Z""","""2025-12-02T14:23:59.414Z""","https://www.leafly.com/dispensary-info/stiiizy-north-hollywood",,"0"
