"id","recipient_id","step_number","subject","body","sent_at","thread_id","message_id","created_at"
"69b242b5-a0f6-44f0-8916-3c0c755effd4","02218503-62f0-4f65-882b-fbe391c7dcf0","1","Let’s Elevate the Ritual","<p>Hello,</p><p>I came across your contact on Leafly and wanted to reach out directly. I’m Michael, founder at NMU—we manufacture hemp wick in our zero-waste European facility and recently teamed up with The Last Prisoner Project and RAW for a justice-driven co-brand. Your store could do the same.</p><p>To connoisseurs, hemp wick isn’t just another item—it’s a quiet nod to the ritual, a signal that your shop respects the craft and stands for more than just commerce. A small branded roll tells your customers they’re understood and valued.</p><p>If you’re curious how your logo would look on a roll, I can send a quick custom mockup. No pressure. You can see what we did with RAW and LPP here: <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>RAW x LPP Partnership</u></b></a>.</p><p>Would seeing a mockup help you decide?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T15:31:02.528Z""","19ac0ca1d8e0cb90","<CAHh8mdZ-MyzJRyBKWYGXhk3QE9iKu6TJ7u6UUxF6bLrO4-uCxA@mail.gmail.com>","""2025-11-26T15:31:02.591Z"""
"6ada8240-19d6-4994-8351-20ef6bb5d8c5","00f28022-c4f5-4acd-85d0-0b61b46863be","1","Connect Through Craft","<p>Hello Walla Walla Weedery team,</p><p>Hope all is well. I found your contact on Leafly and admired your focus on quality and the customer experience. I wanted to share an idea that blends tradition, conscience, and retail impact—one that has already brought the RAW x Last Prisoner Project co-brand to life for shops much like yours.</p><p>Cannabis culture’s insiders know: a small roll of hemp wick says you respect the ritual. Carrying custom LPP co-branded hemp wick is more than a product move. It connects your shop to connoisseur credibility, supports real justice work, and takes almost no shelf space. Each roll is a quiet bridge between commerce and culture—plus, all manufacturing is sustainable and rooted in craft values.</p><p>If you’d like, I’m happy to show you how your logo could look on a roll. Here’s more on the <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">LPP/RAW partnership</a></u></b> for context. Would you be open to a quick mockup?</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-11-26T14:50:04.847Z""","19ac0a49db9d3bf3","<CAHh8mday-v8gbGsVjs2LSwt01m6Vdjkx_JEh1VDdxhhtay+Z7g@mail.gmail.com>","""2025-11-26T14:50:04.906Z"""
"6b0cf559-92e0-4207-9816-ead97716e840","e989d6c0-a706-400b-8e01-e131f93a1d2b","1","Exploring Wholesale Opportunities","<p>Hi,</p><p>I found your email on Leafly and wanted to reach out. I may not be talking to the right person, but if you're the right person to discuss wholesale accessories, that's great—if not, I'd appreciate being introduced to whoever handles product sourcing.</p><p>We’re building a collaboration around sustainable hemp wick that also supports The Last Prisoner Project. It’s a meaningful way to enhance customer loyalty while contributing to social justice.</p><p>Would you be open to a quick chat about this?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let’s Meet! Ask me about a video call and virtual tour!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 USA</p>","""2025-11-13T09:54:11.013Z""","19a7ca3091fa1c69","<CAHh8mdamVCRhFsV6PFaU1oA2PgDGVZtoRw5iOBJDHdqZGLYysg@mail.gmail.com>","""2025-11-13T09:54:11.013Z"""
"6dd1e9c1-10a0-45e1-a4bc-daa5a7a7b238","04903c1c-8bfa-475b-b4d8-f20d89aff806","1","A Simple Cultural Signal","<p>Hello Your Green Thumb team,</p><p>I hope this finds you well. I found your contact on Leafly and wanted to reach out directly.</p><p>I've noticed how Your Green Thumb treats cannabis as more than a product—it's a community bond and a daily ritual. That’s a rare approach among operators, and I think there’s a way to quietly deepen that credibility: co-branded hemp wick rolls made in partnership with The Last Prisoner Project.</p><p>We manufacture our own European hemp wick, rolled in natural beeswax, with a zero-waste process. Brands like RAW have used these same rolls with LPP to stand for something real. Here’s the partnership link if you’d like to see more: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"" target=""_blank"">RAW x LPP Take Action</a></u></b>.</p><p>If you’d like, I can show you a custom mockup of your logo on a roll—purely for fun and curiosity. Interested?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T20:26:08.561Z""","19ac1d848130144a","<CAHh8mdYofA2kib6dv8w496mrbgzkU740dMkfWyJ_MCSFqtQ21w@mail.gmail.com>","""2025-11-26T20:26:08.623Z"""
"6fa391bb-ae4d-4b25-97d6-3482af875ef2","02dfbbd8-fe84-476a-9e7e-b31c51f93c2a","1","A Small Signal of Care","<p>Hello Burlington Cannabis Co. team,</p><p>I hope this finds you well. I found your contact on Leafly and wanted to share something that might fit your community-focused approach.</p><p>Some chains separate themselves not just by quality, but by showing their customers they get the ritual. Co-branded hemp wick is one of those quiet signals: practical, high-margin, yet deeply respected by true connoisseurs. We make ours in Europe with natural beeswax and minimal waste—simple, soulful, and immediately recognizable for those who care about the craft.</p><p>We're also partnered with the <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">Last Prisoner Project—RAW did a co-brand</a></u></b> too—as a small act of justice woven into the everyday. Curious what it would look like with your logo on it?</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-11-26T18:31:10.665Z""","19ac16f075423179","<CAHh8mdZ9tmgnmgiyeLUML0+7gzdTTFHZrqjVOgupEWq_mWOvzQ@mail.gmail.com>","""2025-11-26T18:31:10.730Z"""
"84a1b00d-0b10-4ace-b3b0-585204862dc3","bb1f83f8-1580-49cf-987a-d159c45c10c2","1","Exploring Wholesale Accessories","<p>Hi,</p><p>I found your email on Leafly and wanted to reach out. If you're the right person to discuss wholesale accessories, that's great—if not, I'd appreciate being introduced to whoever handles product sourcing.</p><p>We offer sustainable hemp wick solutions that not only enhance your product line but also support initiatives like The Last Prisoner Project. This partnership helps fund real justice work while elevating your brand’s commitment to social impact.</p><p>Would you be open to a quick discussion about how we can collaborate?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let’s Meet! Ask me about a video call and virtual tour!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 USA</p>","""2025-11-13T09:52:15.506Z""","19a7ca1442a4fd4d","<CAHh8mda3tt3eHVqPQsyKGEY+6xxZNtRdUOuwtmjVJkN-TUhrJA@mail.gmail.com>","""2025-11-13T09:52:15.506Z"""
"8cc59d34-bdc4-4a40-902d-505dcadc61c5","00744c09-1f1b-4d33-b9f7-45dfed570e48","1","A Small Ritual, Big Meaning","<p>Hello Sweet Tree Farms Team,</p><p>I found your contact on Leafly and was impressed by your focus on quality and local craft. I’m reaching out as the founder of Natural Materials Unlimited—makers of hemp wick used by connoisseurs who value ritual as much as product.</p><p>We recently partnered with The Last Prisoner Project and RAW to co-brand rolls supporting justice work in our industry. Your dispensary could do the same: make every hemp wick roll a quiet statement of care and authenticity. This isn’t a generic offer—it’s about cultural connection and a tactile expression of your values.</p><p>If you’d like to see how your logo might look on a roll, I’m happy to send a visual (no file attachments, just a quick preview). Here’s the LPP/RAW partnership for reference: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">https://www.lastprisonerproject.org/raw-take-action</a></u></b>.</p><p>Would a custom mockup be useful for your team?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T14:01:09.031Z""","19ac077cf0e9cdac","<CAHh8mdbEsyDCkbU7rasL7DL6QecJQTKY3hFa3fMjcAnV2oK3Jw@mail.gmail.com>","""2025-11-26T14:01:09.094Z"""
"8e08ac5f-646f-483a-818d-6c9b9c0877ff","891862a1-2d09-4a58-b7d9-f67683e33651","1","Partnering for Purpose","<p>Hi,</p><p>I found your email on Leafly and wanted to reach out. If you're the right person to discuss wholesale accessories, that's great—if not, I'd appreciate being introduced to whoever handles product sourcing.</p><p>We’re building something impactful with our co-branded hemp wick alongside The Last Prisoner Project. This partnership not only elevates your product offerings but also helps fund real justice work for those affected by outdated cannabis laws.</p><p>If you’d like to explore how this works, I’d be happy to share more details.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let’s Meet! Ask me about a video call and virtual tour!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 USA</p>","""2025-11-13T09:50:38.169Z""","19a7c9fc82f9e5de","<CAHh8mdYJ1D44L9_0q_3+avVRQMYHvLOj6gFexYi9T5ZMuVztxA@mail.gmail.com>","""2025-11-13T09:50:38.169Z"""
"8ef80ecc-c041-40bb-bdc0-7044dd1f8f47","042384e0-482a-4829-9a69-bfc3b444bf29","1","Montana, Ritual, and Justice","<p>Hello Zen Medicine team,</p><p>I found your contact on Leafly while searching for retailers who bring care and craft directly to the cannabis experience. I was struck by how you emphasize culture and quality in Montana—values not every shop leads with these days.</p><p>I’m reaching out because there’s a quiet way dispensaries are signaling connoisseur credibility without hype: co-branded hemp wick. Our work with the Last Prisoner Project and RAW shows how even small gestures help shops move from just retail to real community anchors. You can see what this partnership looks like here: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">LPP/RAW partnership</a></u></b>.</p><p>If you're curious, would you like to see how your Zen Medicine logo could look on a hemp wick roll? No attachments, just a visual to start a conversation.</p><p>--<br/>Best Regards,<br/>Michael Klepacz<br/>Let's Meet! Ask me about a zoom call!<br/>Founder - Natural Materials Unlimited<br/>+48 662 331 212 (Whatsapp)<br/>+1 (517) 312-3530 (USA)</p>","""2025-11-26T20:04:11.178Z""","19ac1c42e918b28c","<CAHh8mdbRtwtYkfSdBtBJ2=z0WaORsE6wGuxXdrF6ZHGFAMnMhg@mail.gmail.com>","""2025-11-26T20:04:11.239Z"""
"9109edf2-d5b8-4a0c-a056-9c55dbfa07aa","00eb0ee2-f938-409e-8ca7-b6dcf9f00409","2","Re: Let’s Build Credibility Together","<p>Hello Kushella team,</p><p>Last week I shared a simple perspective on how co-branded hemp wick helps build real trust with connoisseurs who notice every detail. I keep thinking how your shop’s focus on experience could be amplified by something so small, but meaningful.</p><p>The <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">RAW x LPP partnership</a></u></b> showed how a classic staple—done right—can stand for more. If you’re curious, I’d be glad to send a mockup with your logo, just to see how it feels in your brand’s world.</p><p>Would seeing a visual make sense for you right now?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-27T14:17:18.976Z""","19ac08cd358219d3","<CAHh8mdasUOnAFFFGF=MeSJyD9Ypa6epuEgqsaE3rrpWdaBfgrA@mail.gmail.com>","""2025-11-27T14:17:19.039Z"""
"9d9cd438-5065-4af9-b481-80de9f6999df","a987328a-32f5-4bd1-a667-dfa1f4aee6a9","1","Explore Co-Branding Opportunities with LPP","<p>Hi,</p><p>I found your email on Leafly and wanted to reach out. I acknowledge I may not be speaking to the right person, but if you're the right contact for discussing wholesale accessories, that's great—if not, I'd appreciate being introduced to whoever handles product sourcing.</p><p>We offer sustainable hemp wick co-branded with The Last Prisoner Project. It’s a powerful way to enhance your product lineup while supporting crucial justice initiatives. You can see how brands like RAW have made it work here: <a href=""https://www.lastprisonerproject.org/raw-take-action"">RAW for LPP</a>.</p><p>Would you be open to a quick conversation about this impactful collaboration?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let’s Meet! Ask me about a video call and virtual tour!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 USA</p>","""2025-11-13T09:55:23.011Z""","19a7ca42009c9c71","<CAHh8mda6i8COZq4Zg37-kkL+s7OAD-MyuKJEuSF=dRGnvdfcKQ@mail.gmail.com>","""2025-11-13T09:55:23.011Z"""
"a68016d3-fb8e-4653-9779-c03982a854a9","061021a3-cd0a-45b0-b893-61c747a9cc72","1","A Small but Powerful Signal","<p>Hello Elevated – Brooks St Team,</p><p>I hope this note finds you well. I found your contact on Leafly and wanted to reach out directly.</p><p>Running a dispensary that lives up to its own values isn’t easy. As someone who’s built hemp-focused products for years, I keep meeting founders looking to bridge the gap between curation and true cultural credibility—especially in the eyes of serious connoisseurs.</p><p>This is where something simple, like co-branded hemp wick, carries unexpected weight. A roll by the register isn’t just functional; it instantly signals respect for the ritual, elevating the shop from retail to participant in the craft. Our partnership with Last Prisoner Project and RAW shows what’s possible when retail meets real purpose—every roll you offer can spark a quiet act of justice.</p><p>If you’re curious how your logo might look on one of these rolls, I can send a simple mockup—commitment-free. You can explore the background of our LPP/RAW collaboration <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">here</a></u></b> if you’d like.</p><p>Does this sound like something worth a quick look?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T22:47:52.859Z""","19ac25a0b36c8c0b","<CAHh8mdYq25b_VbkCvZ-WCwBHuueZGcZwvfYfJxWq+HVrRCqj2A@mail.gmail.com>","""2025-11-26T22:47:53.064Z"""
"a786152a-0e8d-4fec-b42a-968822496f24","020a9ed8-7ad9-46e2-97a2-666d551621d4","1","A Simple Store Signal","<p>Hello PurLife Farmington team,</p><p>I hope this note finds you well. I found your contact on Leafly and wanted to reach out directly regarding something that may fit alongside your mission.</p><p>Our company manufactures co-branded hemp wick, like the version RAW released through its partnership with the Last Prisoner Project. It’s a tiny item, but for connoisseurs, it signals understanding and care—a detail that separates a retailer from a simple store. Bringing this to your shelf turns every roll into a quiet gesture of justice and cultural alignment. <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>Here’s how RAW brought it to life with LPP</u></b></a>.</p><p>Open to seeing how your logo might look on a hemp wick roll? It’s quick to mock up and truly changes how the brand feels in-hand.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T15:11:19.188Z""","19ac0b80d61d88d1","<CAHh8mdZHS_y0MsH3X7Uh2BtZ6ZpSdQ0M1joXTO5O3=OFsmDn8A@mail.gmail.com>","""2025-11-26T15:11:19.252Z"""
"ab50128f-7377-49d7-803b-bc07f0405b07","02b6b012-d57a-47a6-ab4d-1d25bc39916e","1","A Small Ritual, Big Signal","<p>Hello King Cronic Team,</p><p>I hope this finds you well. I found your contact on Leafly while looking for retailers who shape the culture, not just the market.</p><p>I’m reaching out founder-to-founder because I believe a simple, soulful retail move can change how connoisseurs see your shop. Co-branded hemp wick rolls, paired with <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">this proven LPP/RAW partnership</a></u></b>, have become a quiet badge of respect in the best stores. These aren't giveaways—they’re signals. A small roll, discreetly co-branded, tells customers you honor the ritual and care about justice in the industry.</p><p>Would you like to see how your logo could look on a roll for King Cronic? No rush—happy to send a mockup if you’re curious.</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-11-26T17:38:06.449Z""","19ac13e7074c6d3a","<CAHh8mdb4q=ss6F0t1kZcyV_LGL6CdsaxAj_VQgtN7k4oymYMVg@mail.gmail.com>","""2025-11-26T17:38:06.509Z"""
