"id","recipient_id","step_number","subject","body","sent_at","thread_id","message_id","created_at"
"15dfc004-5592-4f4d-82de-0a5483a677be","0df58ffb-88c6-46c0-9120-d84010c692c2","1","Ahead of the Culture","<p>Hello Emerald Triangle Team,</p><p>I hope this message finds you well. I found your contact on Leafly while searching for shops that genuinely set the tone for cannabis culture in their region.</p><p>There’s a simple way to move from “popular shop” to cultural mainstay: carry something built for connoisseurs, not casuals. Hemp wick is our small but real bridge—honest ritual hardware that signals craft, care, and community. The co-branding we did for RAW and LPP shows what’s possible for retailers who want to stand for something more. <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>See what RAW x LPP accomplished</u></b></a>—your store could do the same, or take its own path.</p><p>If you’d like to see a quick visual: want me to show how your logo fits on a roll?</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-12-02T14:25:55.217Z""","19adf74a556318ac","<CAHh8mdZPu06+_PV5YmgqUDtnBF-KbdWfUGw-OoASpbHc1QBMFA@mail.gmail.com>","""2025-12-02T14:25:55.311Z"""
"1660c503-d603-4b94-89b8-90f0689d7e02","1440a13a-d8b2-40bb-b9a9-83c7e4063671","1","Your Store, the Culture","<p>Hello Alaska Highway team,</p><p>I hope this note finds you well. I found your contact on Leafly and wanted to share something for retailers who value genuine connection.</p><p>Your shop already stands out for customer experience, but there’s a simple way to add cultural depth: custom-branded hemp wick rolls. These little markers of connoisseur credibility bridge the gap between everyday retail and real craft—something only a few truly understand.</p><p>Last Prisoner Project recently partnered with RAW on this, turning a humble product into a quiet act of justice. Your store could do the same. See how it works <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"" target=""_blank"">here</a></u></b>.</p><p>Want me to show you how your logo would look on a roll? No pressure—just curious if this fits your vision.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:31:39.920Z""","19adf79e7cc33309","<CAHh8mdax-34x40ES=YdG=8VNWEuFabHOmPCmyv+XjgK1+3BJ7w@mail.gmail.com>","""2025-12-02T14:31:40.021Z"""
"18ef3dab-c943-4bf5-b0ae-1f41953c11af","0fe8d9e0-eb3c-494e-8fc8-0a0cc6dc6cf1","1","A Simple Signal of Care","<p>Hello Good Day Farm Team,</p><p>I found your contact on Leafly and wanted to share something I think might resonate with your approach to cannabis. I’m Michael, founder of Natural Materials Unlimited—we make small-batch, European hemp wick rolls with natural beeswax, in our own zero-waste facility.</p><p>For shops like yours that value real customer connection, co-branding hemp wick isn’t just another accessory. It’s a way to instantly earn credibility with connoisseurs while quietly standing for something bigger. Our recent partnership with the Last Prisoner Project and RAW shows what’s possible. You can see the impact here: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">RAW x LPP</a></u></b>.</p><p>Want me to show you how Good Day Farm’s logo would look on a roll?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:27:59.791Z""","19adf768d2b578c4","<CAHh8mdYMfED9UmEPmhSbKPbimvL4yM=_f7Ks57kZd62F1LCcTg@mail.gmail.com>","""2025-12-02T14:27:59.886Z"""
"1a4f9565-b386-431e-bd31-340a189a64e6","22abdbf2-be50-4f03-bf0d-1909eda27d02","1","Cultural Credibility, Real Impact","<p>Hello Salem Organics Team,</p><p>I hope this finds you well. I found your contact on Leafly and wanted to reach out directly.</p><p>Your approach—open floor, guided experience—reminds me why connoisseur culture matters in our industry. It’s the small details that build trust, like a roll of real European hemp wick on the counter. There’s a reason RAW partnered with the Last Prisoner Project for a special edition. Any shop, big or small, can stand behind the same cause: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">justice for those impacted by prohibition</a></u></b>.</p><p>If you’re curious, I can show you what your logo would look like on a co-branded roll—no pressure, just an idea from one founder to another. Would you like to see a quick visual?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:41:09.278Z""","19adf8297749a205","<CAHh8mdZ0QV5x82BAVBPfqJgDKDDfS12KpO6bUcttT=FpP2ErOw@mail.gmail.com>","""2025-12-02T14:41:09.372Z"""
"1a8545f6-3d50-4407-aed9-b93ce888a11e","02bb8b6d-856d-4105-b4de-4babfbea1d24","2","Re: Hemp Wick, Real Credibility","<p>Hello Lemonnade Milwaukie team,</p><p>Just circling back—I keep thinking about how quickly co-branded hemp wick rolls shift a shop’s energy. For some, it’s just a product. For people who really care about the ritual, it’s a cultural signpost that you see them, and take the details seriously.</p><p>If you’re curious, the RAW x Last Prisoner Project collaboration shows how a simple roll can spark conversations that matter. <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>Here’s how that partnership looks in action</u></b></a>.</p><p>Would you like to see a quick mockup with your logo? I can send one over—no strings attached.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:15:21.188Z""","19ac1572a2e23fa9","<CAHh8mdbg+wtJfXgF0k3xq4ZnMk9r-kt60Wmw7-y3pZ0D=QrKaw@mail.gmail.com>","""2025-12-02T14:15:21.285Z"""
"1b3c39b7-82a5-41ca-8a19-72b4f1dd0851","05223b3d-478c-4f32-84e4-9b0fdbcc41e7","2","Re: A Small Signal of Care","<p>Hello Pure Ohio Wellness Team,</p><p>Just wanted to circle back on my note about co-branded hemp wick and the LPP mission. I know authentic details matter when curating your shelves—and connoisseurs pick up on the smallest cues.</p><p>The way RAW partnered with LPP shows this isn’t just another trend. It’s a subtle move that signals care for both culture and justice. If you’re even a little curious to see how Pure Ohio Wellness could put its own mark on this story, let me know. Here’s the link for a look at what RAW did: <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>LPP/RAW partnership</u></b></a>.</p><p>Would it be worth sending over a quick mockup with your logo?</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-12-02T14:17:54.770Z""","19ac23118edd89bb","<CAHh8mdb9TPmQV=i69OO_rm1oECRyhzwH+eWbwetKD9dz1J4ppg@mail.gmail.com>","""2025-12-02T14:17:54.900Z"""
"1bac2234-89f2-4f1b-908e-fda074ad0a1f","17e53f86-5f46-4a65-8289-2736ae010c19","1","Hemp Wick, Real Connection","<p>Hello Awesome Blossoms team,</p><p>I hope this note finds you well. I found your contact on Leafly while looking for stores grounded in craft and culture.</p><p>Quick idea — we make small-batch hemp wick, European-grown and beeswax-coated, for shops that want to put real values on the counter. Co-branding with <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">Last Prisoner Project x RAW</a></u></b> is now possible, offering not just a product, but a signal: you stand for more than retail.</p><p>Connoisseur credibility is hard to earn. But just one branded roll can show customers you honor the rituals and the people behind this craft. Would you like to see how your logo looks on a custom roll? No attachments—happy to send a simple visual if you want to explore.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:33:38.623Z""","19adf7bb6e69aec8","<CAHh8mdYQF1F7pTd1yQFNEwqnr8OhDigbbhmTf_Aw=ZtKHMxxDA@mail.gmail.com>","""2025-12-02T14:33:38.755Z"""
"1cc0d3ce-d60a-4a53-8dab-ec0ec2eb7c3b","0336b453-803d-42e4-beca-45a9e9c8ba1a","1","A Small Signal of Craft","<p>Hello Ryan,</p><p>I hope this finds you well.</p><p>I found your contact on Leafly and wanted to reach out directly. Lake City Cannabis stands out for its commitment to education and the deeper culture surrounding cannabis—something I respect as a fellow founder.</p><p>I’m writing with a simple idea: custom hemp wick rolls, made in Europe, branded for your store. The connoisseurs know what this means. It’s a quiet nod to the ritual—something even big shops can’t fake. We partnered with the Last Prisoner Project and RAW to prove the point. Store collaboration details are here: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">LPP/RAW partnership link</a></u></b>.</p><p>No pitch—just curious if you’d like to see how your logo might look on a roll?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-26T19:12:07.727Z""","19ac19485b65a443","<CAHh8mdbUr0uZFranG2ca6hiVUwQpmcH3yyjMO3h6Wpqsmwn6Eg@mail.gmail.com>","""2025-11-26T19:12:07.798Z"""
"1dc70bf5-ab86-45aa-9e2c-0681250e5966","72ea1f8e-50c1-41c0-a2ef-5e5100da177d","1","A Simple Cultural Bridge","<p>Hello, AstroTerf team,</p><p>I hope this note finds you well.</p><p>I found your contact on Leafly and wanted to reach out because your commitment to education and community really stood out. I’m a founder myself, and I’ve seen how the right product can spark genuine connection—especially when it signals trust to connoisseurs and newcomers alike.</p><p>Some stores have started co-branding hemp wick rolls with the Last Prisoner Project, like RAW did. It’s a small item, but for many it means your shop understands the ritual and stands with the culture. You can see how it’s playing out <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>here</u></b></a>.</p><p>Would you like to see how AstroTerf’s logo might look on a roll? I can put together a visual—no pressure, just something tangible for you to consider.</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:43:23.208Z""","19adf84a37f76f80","<CAHh8mdbUzv8bobRvm=SCHcU5tf8MCmvx7Rk1SWfcY=ALbi=SbQ@mail.gmail.com>","""2025-12-02T14:43:23.342Z"""
"1fa0ace4-0c80-4c15-9a0f-15997d43e10e","655cfc4c-df3a-406c-a987-f32e0a8f4d47","1","Identity, Ritual, and Roll","<p>Hello Aroma Hill team,</p><p>I hope this finds you well. I found your contact on Leafly and wanted to connect directly.</p><p>Every day, people walk into dispensaries looking for more than just product—they want to feel part of the culture. At NMU, we make connoisseur-quality hemp wick that quietly signals true understanding of the cannabis ritual. Chains that carry it—especially custom or co-branded versions—earn instant credibility with those who care most.</p><p>Last Prisoner Project partnered with RAW for co-branded rolls as a simple, tangible gesture: every roll on the counter offers both quality and justice. Here’s how that looks: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">RAW x LPP in action</a></u></b>. A custom Aroma Hill mockup takes just a minute—would you like to see what it could look like?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:49:56.734Z""","19adf8aa4a305939","<CAHh8mdZVobG+iRGam4jXyL9Gn1uq_XfoaRwHCk1Z3PAHwmyXrg@mail.gmail.com>","""2025-12-02T14:49:56.827Z"""
"20457366-4d07-427d-934d-db250fff154a","0e929068-4f1c-4620-a8f8-08683daa6de6","1","A Small Ritual, Big Meaning","<p>Hello,</p><p>I hope this note finds you well. I found your contact while researching respected shops on Leafly.</p><p>I'm reaching out because A Greener Today stands out for its focus on real community and curated culture. There's something powerful about the small details that signal care—not just to customers, but to connoisseurs. Hemp wick is one of those signals. It's understood by insiders, often overlooked by big chains, yet instantly builds credibility with those who notice the difference.</p><p>We've helped retailers like RAW bring this into their stores through a partnership with <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">The Last Prisoner Project</a></u></b>—showing that every roll can carry a story of justice as well as quality. If you're curious, I can show you how your logo would look on a roll. Would you like to see a quick mockup?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:26:17.769Z""","19adf74fda00e62a","<CAHh8mdYKfmMamxF8+8J9=ue+-JZfw6aL+yGVj2m=rePnhtY4tw@mail.gmail.com>","""2025-12-02T14:26:17.866Z"""
"20686859-415b-4319-9486-cce5d6e12859","7d1e04ee-d17c-4277-83eb-b0510c16669f","1","Aligning Ritual and Justice","<p>Hello Altius Team,</p><p>I found your contact on Leafly and was struck by your thoughtful focus on acceptance and equity. That’s rare — and it got me thinking about ways to make those values tangible at shelf level.</p><p>Our company makes small-batch hemp wick — real European hemp, natural beeswax, zero-waste. It’s a tool connoisseurs respect, but it’s also become something more. We recently partnered with The Last Prisoner Project and RAW on a co-branded roll: each one funding legal aid for those still incarcerated for cannabis. Details here: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">LPP/RAW partnership</a></u></b>.</p><p>A custom roll for Altius could show local customers you honor both the craft and the cause. Curious to see what your logo would look like on a roll?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-12-02T14:46:10.251Z""","19adf872fac1a67f","<CAHh8mdZkK69gfQxz_=0C05B8LwW4s77JGJ8F=U5Um+tDmyviJQ@mail.gmail.com>","""2025-12-02T14:46:10.345Z"""
"206f9378-2064-462a-b288-6add285c0e9f","cbe0b6cc-da66-4725-b526-23e9c1b96946","1","A Small Ritual, Big Signal","<p>Hello Paul,</p><p>I hope this note finds you well. I found your contact on Leafly and wanted to reach out because 1 Mill’s approach stands out in an industry that often forgets its roots.</p><p>There’s a quiet way to show connoisseurs your shop understands the culture—a custom hemp wick roll, made in partnership with the Last Prisoner Project. Every roll, co-branded just for your shelves, becomes a subtle act of justice and a nod to those that know the ritual runs deeper than transactions. <a href=""https://www.lastprisonerproject.org/raw-take-action""><b><u>RAW partnered with LPP</u></b></a> for the same reason—social proof that speaks volumes.</p><p>Would you like to see how your logo could look on a roll?</p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)","""2025-12-02T14:46:22.911Z""","19adf87619f1dea2","<CAHh8mdZz4=unLnBO1k7fie6muwH7aRDAVk9TxTYTeCPw_AqN_Q@mail.gmail.com>","""2025-12-02T14:46:23.006Z"""
"276e71b5-57cb-4dbb-913d-e9649c36457f","00744c09-1f1b-4d33-b9f7-45dfed570e48","2","Re: A Small Ritual, Big Meaning","<p>Hello Sweet Tree Farms Team,</p><p>Hope this note finds you well. I wanted to circle back on my last email about the hemp wick rolls co-branded with The Last Prisoner Project—these are quietly becoming a way for shops to show they get the culture, not just the transaction.</p><p>If you’re interested, I can show a quick preview of how Sweet Tree Farms could fit right in among retailers making an impact. Here’s that partnership in case you missed it: <b><u><a href=""https://www.lastprisonerproject.org/raw-take-action"">https://www.lastprisonerproject.org/raw-take-action</a></u></b>.</p><p>Would a sample visual help you picture this in your store?</p><p>--<br>Best Regards,<br>Michael Klepacz<br>Let's Meet! Ask me about a zoom call!<br>Founder - Natural Materials Unlimited<br>+48 662 331 212 (Whatsapp)<br>+1 (517) 312-3530 (USA)</p>","""2025-11-27T14:00:18.787Z""","19ac077cf0e9cdac","<CAHh8mdZLES2u1JhEsdEjzezVixL1tN1=99VG95rmw-SNsQyk8g@mail.gmail.com>","""2025-11-27T14:00:18.849Z"""
